inspection_id,bridge_id,inspection_date,inspection_type,condition_class,BCI_score,deck_score,superstructure_score,substructure_score,inspector_team,recommended_action
INSP-BR0153-2022,BR0153,2022-08-23,Regular inspection,3,66.9,55.4,58.5,64.9,External consultant,Repair planning
INSP-BR0153-2023,BR0153,2023-10-25,Regular inspection,3,64.0,59.6,61.4,75.0,Team B,Repair planning
INSP-BR0153-2025,BR0153,2025-06-16,Regular inspection,3,72.0,77.2,65.8,71.0,External consultant,Repair planning
INSP-BR0153-2026,BR0153,2026-10-12,Regular inspection,3,74.5,64.9,67.9,83.8,Team A,Repair planning
INSP-BR0154-2023,BR0154,2023-09-08,Special inspection,4,55.6,44.9,46.4,51.5,Team C,Major repair / load assessment
INSP-BR0154-2025,BR0154,2025-03-20,Regular inspection,4,52.8,47.8,61.3,54.1,Team B,Major repair / load assessment
INSP-BR0155-2022,BR0155,2022-08-07,Regular inspection,1,98.6,92.9,100,100,External consultant,Routine maintenance
INSP-BR0155-2024,BR0155,2024-11-06,Regular inspection,1,96.3,89.2,89.1,96.5,Team C,Routine maintenance
INSP-BR0155-2025,BR0155,2025-03-01,Frequent inspection,1,94.5,100,100,86.4,Team B,Routine maintenance
INSP-BR0155-2026,BR0155,2026-10-15,Regular inspection,1,95.4,93.4,100,100,External consultant,Routine maintenance
INSP-BR0156-2021,BR0156,2021-08-02,Regular inspection,2,81.1,82.2,83.4,76.8,Team A,Routine maintenance
INSP-BR0156-2022,BR0156,2022-10-07,Regular inspection,2,87.3,84.1,81.4,85.1,Team C,Routine maintenance
INSP-BR0156-2026,BR0156,2026-07-04,Regular inspection,2,80.7,79.4,81.3,85.5,Team A,Routine maintenance
INSP-BR0157-2022,BR0157,2022-07-13,Regular inspection,2,87.4,88.1,84.1,88.0,Team C,Routine maintenance
INSP-BR0157-2024,BR0157,2024-10-14,Regular inspection,2,76.9,70.4,73.4,82.3,Team B,Routine maintenance
INSP-BR0158-2021,BR0158,2021-08-01,Regular inspection,3,64.9,68.0,70.9,65.6,Team C,Repair planning
INSP-BR0158-2023,BR0158,2023-11-15,Regular inspection,4,58.4,55.9,50.9,66.0,Team C,Major repair / load assessment
INSP-BR0158-2024,BR0158,2024-08-07,Special inspection,4,55.0,43.1,52.6,48.8,External consultant,Major repair / load assessment
INSP-BR0158-2025,BR0158,2025-06-13,Regular inspection,4,49.9,48.0,40.0,43.1,Team B,Major repair / load assessment
INSP-BR0159-2021,BR0159,2021-04-11,Regular inspection,3,66.7,55.0,64.7,71.3,Team A,Repair planning
INSP-BR0159-2025,BR0159,2025-04-01,Frequent inspection,3,63.7,52.9,62.1,70.3,External consultant,Repair planning
INSP-BR0159-2026,BR0159,2026-04-08,Regular inspection,3,62.8,61.6,66.8,72.7,Team A,Repair planning
INSP-BR0160-2023,BR0160,2023-10-04,Regular inspection,2,80.9,82.2,78.4,92.2,Team B,Routine maintenance
INSP-BR0160-2024,BR0160,2024-11-11,Regular inspection,2,83.2,83.1,89.2,83.6,Team A,Routine maintenance
INSP-BR0160-2025,BR0160,2025-08-04,Regular inspection,1,91.7,81.7,97.6,100,Team B,Routine maintenance
INSP-BR0160-2026,BR0160,2026-05-05,Special inspection,2,84.2,88.8,92.0,84.8,Team B,Routine maintenance
INSP-BR0161-2021,BR0161,2021-07-05,Regular inspection,1,93.0,97.8,100,91.9,External consultant,Routine maintenance
INSP-BR0161-2022,BR0161,2022-08-25,Regular inspection,1,94.7,93.5,85.0,97.8,Team B,Routine maintenance
INSP-BR0161-2023,BR0161,2023-05-14,Regular inspection,1,93.7,84.7,85.6,89.4,External consultant,Routine maintenance
INSP-BR0161-2026,BR0161,2026-05-01,Regular inspection,1,97.6,94.8,100,100,Team A,Routine maintenance
INSP-BR0162-2021,BR0162,2021-03-23,Regular inspection,3,71.4,73.4,75.5,82.7,External consultant,Repair planning
INSP-BR0162-2024,BR0162,2024-07-07,Regular inspection,3,71.3,72.8,63.2,75.1,Team C,Repair planning
INSP-BR0162-2025,BR0162,2025-09-09,Regular inspection,3,72.8,69.7,70.4,69.8,Team C,Repair planning
INSP-BR0163-2021,BR0163,2021-08-11,Regular inspection,2,78.0,79.4,78.7,89.6,External consultant,Routine maintenance
INSP-BR0163-2026,BR0163,2026-06-12,Regular inspection,2,84.0,78.4,90.1,79.2,Team C,Routine maintenance
INSP-BR0164-2022,BR0164,2022-08-21,Regular inspection,1,97.9,86.5,90.9,96.7,Team A,Routine maintenance
INSP-BR0164-2023,BR0164,2023-10-21,Frequent inspection,2,89.2,82.2,92.2,91.0,External consultant,Routine maintenance
INSP-BR0164-2025,BR0164,2025-07-03,Frequent inspection,2,88.9,90.5,96.8,96.2,Team B,Routine maintenance
INSP-BR0165-2021,BR0165,2021-08-07,Regular inspection,2,84.6,82.5,84.9,84.1,External consultant,Routine maintenance
INSP-BR0165-2022,BR0165,2022-10-07,Special inspection,2,80.6,74.0,76.3,80.7,Team A,Routine maintenance
INSP-BR0165-2024,BR0165,2024-05-11,Special inspection,2,84.4,72.7,89.5,79.0,Team A,Routine maintenance
INSP-BR0165-2025,BR0165,2025-04-02,Regular inspection,2,88.1,76.7,86.0,94.5,External consultant,Routine maintenance
INSP-BR0166-2021,BR0166,2021-10-03,Frequent inspection,2,87.0,77.6,92.1,81.4,Team B,Routine maintenance
INSP-BR0166-2023,BR0166,2023-08-03,Frequent inspection,3,63.7,67.4,56.6,65.2,External consultant,Repair planning
INSP-BR0166-2024,BR0166,2024-04-17,Regular inspection,3,62.9,61.5,56.9,72.3,Team C,Repair planning
INSP-BR0166-2026,BR0166,2026-03-22,Frequent inspection,3,71.5,67.4,69.5,67.3,Team B,Repair planning
INSP-BR0167-2022,BR0167,2022-09-18,Regular inspection,3,70.6,69.6,63.1,61.9,Team A,Repair planning
INSP-BR0167-2023,BR0167,2023-05-02,Frequent inspection,3,63.8,65.4,58.8,75.5,Team C,Repair planning
INSP-BR0167-2025,BR0167,2025-10-18,Frequent inspection,3,62.9,63.9,68.5,54.8,Team B,Repair planning
INSP-BR0168-2021,BR0168,2021-06-23,Regular inspection,2,81.8,70.6,89.5,89.3,Team C,Routine maintenance
INSP-BR0168-2022,BR0168,2022-05-01,Frequent inspection,2,89.6,82.3,84.3,100,Team A,Routine maintenance
INSP-BR0168-2023,BR0168,2023-09-16,Regular inspection,2,81.2,86.0,80.6,73.7,Team C,Routine maintenance
INSP-BR0168-2026,BR0168,2026-05-25,Regular inspection,2,79.0,81.4,86.1,79.9,Team C,Routine maintenance
INSP-BR0169-2022,BR0169,2022-07-16,Regular inspection,2,87.5,95.4,80.8,84.3,Team C,Routine maintenance
INSP-BR0169-2023,BR0169,2023-11-11,Frequent inspection,2,88.9,81.8,93.8,100,External consultant,Routine maintenance
INSP-BR0169-2024,BR0169,2024-07-16,Frequent inspection,2,77.5,78.0,75.2,80.2,Team A,Routine maintenance
INSP-BR0169-2026,BR0169,2026-07-12,Regular inspection,2,87.2,81.8,96.5,92.6,Team B,Routine maintenance
INSP-BR0170-2021,BR0170,2021-09-25,Regular inspection,2,86.1,77.1,84.8,87.9,Team A,Routine maintenance
INSP-BR0170-2022,BR0170,2022-08-10,Regular inspection,2,88.5,91.3,93.2,80.2,External consultant,Routine maintenance
INSP-BR0170-2024,BR0170,2024-09-02,Regular inspection,2,88.2,81.4,90.0,92.1,Team B,Routine maintenance
INSP-BR0170-2025,BR0170,2025-07-01,Regular inspection,2,84.5,82.2,92.7,92.4,Team B,Routine maintenance
INSP-BR0171-2023,BR0171,2023-03-14,Regular inspection,1,94.4,94.5,100,100,External consultant,Routine maintenance
INSP-BR0171-2025,BR0171,2025-04-10,Regular inspection,2,77.4,68.2,68.9,81.5,Team C,Routine maintenance
INSP-BR0172-2024,BR0172,2024-06-11,Frequent inspection,2,88.5,79.6,95.2,91.8,Team A,Routine maintenance
INSP-BR0172-2026,BR0172,2026-10-10,Regular inspection,2,86.6,91.9,81.5,91.9,Team B,Routine maintenance
INSP-BR0173-2021,BR0173,2021-07-18,Regular inspection,1,92.2,92.5,94.4,95.5,Team A,Routine maintenance
INSP-BR0173-2022,BR0173,2022-07-24,Regular inspection,2,86.8,76.4,88.8,94.8,External consultant,Routine maintenance
INSP-BR0173-2025,BR0173,2025-06-02,Regular inspection,2,81.1,70.4,89.9,77.6,Team A,Routine maintenance
INSP-BR0174-2023,BR0174,2023-05-01,Regular inspection,1,98.1,100,100,100,Team C,Routine maintenance
INSP-BR0174-2024,BR0174,2024-10-18,Regular inspection,1,92.9,86.5,87.8,100,Team A,Routine maintenance
INSP-BR0174-2025,BR0174,2025-04-11,Regular inspection,1,95.1,85.4,88.0,99.8,Team A,Routine maintenance
INSP-BR0174-2026,BR0174,2026-07-03,Regular inspection,1,95.2,92.9,91.5,100,External consultant,Routine maintenance
INSP-BR0175-2021,BR0175,2021-10-22,Regular inspection,3,61.0,50.1,64.9,56.1,External consultant,Repair planning
INSP-BR0175-2023,BR0175,2023-10-10,Regular inspection,4,49.1,45.6,46.3,52.3,Team C,Major repair / load assessment
INSP-BR0175-2024,BR0175,2024-07-18,Regular inspection,4,44.3,40.3,44.9,47.4,Team A,Major repair / load assessment
INSP-BR0175-2025,BR0175,2025-04-16,Regular inspection,4,58.4,64.5,48.4,50.7,Team C,Major repair / load assessment
INSP-BR0176-2023,BR0176,2023-11-19,Regular inspection,2,87.9,89.3,85.3,86.9,Team B,Routine maintenance
INSP-BR0176-2024,BR0176,2024-10-07,Regular inspection,1,96.6,87.5,89.3,100,External consultant,Routine maintenance
INSP-BR0176-2025,BR0176,2025-04-04,Regular inspection,1,91.6,81.3,96.1,100,External consultant,Routine maintenance
INSP-BR0176-2026,BR0176,2026-07-18,Frequent inspection,2,80.3,69.2,71.4,89.8,Team C,Routine maintenance
INSP-BR0177-2021,BR0177,2021-05-09,Regular inspection,3,64.9,63.6,73.3,67.6,Team B,Repair planning
INSP-BR0177-2022,BR0177,2022-09-11,Regular inspection,2,78.2,78.4,69.4,71.5,External consultant,Routine maintenance
INSP-BR0177-2024,BR0177,2024-04-19,Regular inspection,3,67.6,56.7,58.9,62.5,Team A,Repair planning
INSP-BR0177-2026,BR0177,2026-05-02,Regular inspection,3,74.2,78.5,73.7,80.2,Team B,Repair planning
INSP-BR0178-2023,BR0178,2023-10-21,Frequent inspection,2,83.8,89.1,89.5,77.6,Team A,Routine maintenance
INSP-BR0178-2026,BR0178,2026-03-18,Regular inspection,2,86.6,77.4,89.5,84.9,Team B,Routine maintenance
INSP-BR0179-2021,BR0179,2021-11-07,Frequent inspection,1,92.9,95.9,86.9,100,External consultant,Routine maintenance
INSP-BR0179-2022,BR0179,2022-07-25,Regular inspection,1,93.4,82.5,100,100,External consultant,Routine maintenance
INSP-BR0179-2023,BR0179,2023-04-17,Special inspection,2,80.1,70.1,78.6,88.8,Team C,Routine maintenance
INSP-BR0179-2024,BR0179,2024-04-04,Regular inspection,2,76.1,70.5,70.5,67.5,Team B,Routine maintenance
INSP-BR0180-2021,BR0180,2021-08-02,Frequent inspection,2,80.3,82.4,78.7,75.2,External consultant,Routine maintenance
INSP-BR0180-2024,BR0180,2024-10-02,Regular inspection,3,68.2,75.5,74.2,62.4,Team A,Repair planning
INSP-BR0181-2021,BR0181,2021-09-15,Regular inspection,1,98.9,92.3,100,98.4,External consultant,Routine maintenance
INSP-BR0181-2022,BR0181,2022-08-13,Regular inspection,2,84.3,79.5,84.2,92.7,Team B,Routine maintenance
INSP-BR0181-2024,BR0181,2024-08-13,Frequent inspection,2,83.7,87.5,90.4,84.0,Team B,Routine maintenance
INSP-BR0181-2026,BR0181,2026-04-07,Regular inspection,2,82.0,71.9,81.3,79.1,Team B,Routine maintenance
INSP-BR0182-2022,BR0182,2022-07-10,Regular inspection,2,79.8,72.0,69.9,88.8,Team C,Routine maintenance
INSP-BR0182-2023,BR0182,2023-06-03,Regular inspection,2,77.3,75.6,69.7,81.9,External consultant,Routine maintenance
INSP-BR0183-2023,BR0183,2023-04-06,Regular inspection,2,89.2,93.4,93.9,83.3,Team A,Routine maintenance
INSP-BR0183-2025,BR0183,2025-11-20,Frequent inspection,2,81.5,74.4,80.9,75.7,Team C,Routine maintenance
INSP-BR0184-2021,BR0184,2021-04-07,Regular inspection,2,78.5,73.5,77.2,80.4,Team B,Routine maintenance
INSP-BR0184-2024,BR0184,2024-04-18,Regular inspection,2,80.9,79.2,89.9,90.6,Team B,Routine maintenance
INSP-BR0184-2026,BR0184,2026-07-06,Regular inspection,2,77.8,81.3,70.8,75.6,Team A,Routine maintenance
INSP-BR0185-2021,BR0185,2021-05-11,Regular inspection,3,73.2,63.3,76.8,78.2,Team B,Repair planning
INSP-BR0185-2023,BR0185,2023-03-16,Regular inspection,4,43.9,51.4,48.3,41.2,Team B,Major repair / load assessment
INSP-BR0186-2021,BR0186,2021-08-23,Regular inspection,2,87.9,78.2,81.9,85.8,Team B,Routine maintenance
INSP-BR0186-2022,BR0186,2022-08-22,Regular inspection,2,89.5,87.6,96.0,100,Team A,Routine maintenance
INSP-BR0186-2024,BR0186,2024-04-18,Frequent inspection,2,81.2,84.1,82.6,88.4,Team B,Routine maintenance
INSP-BR0186-2026,BR0186,2026-07-09,Frequent inspection,2,77.3,82.8,81.7,75.6,External consultant,Routine maintenance
INSP-BR0187-2022,BR0187,2022-06-03,Regular inspection,3,68.2,70.8,69.1,64.5,Team B,Repair planning
INSP-BR0187-2023,BR0187,2023-11-13,Regular inspection,3,72.3,71.0,63.8,73.1,Team C,Repair planning
INSP-BR0187-2026,BR0187,2026-11-15,Regular inspection,3,73.9,81.5,69.8,85.1,Team B,Repair planning
INSP-BR0188-2021,BR0188,2021-09-11,Frequent inspection,4,54.2,61.3,48.7,47.4,Team B,Major repair / load assessment
INSP-BR0188-2022,BR0188,2022-04-25,Frequent inspection,4,59.9,49.8,66.9,52.5,Team A,Major repair / load assessment
INSP-BR0188-2024,BR0188,2024-08-24,Frequent inspection,4,46.3,53.4,44.4,47.3,Team C,Major repair / load assessment
INSP-BR0188-2026,BR0188,2026-11-19,Regular inspection,4,53.8,47.8,52.6,47.0,Team C,Major repair / load assessment
INSP-BR0189-2021,BR0189,2021-10-05,Regular inspection,1,96.8,100,93.1,91.0,Team B,Routine maintenance
INSP-BR0189-2022,BR0189,2022-08-16,Frequent inspection,1,96.1,84.9,90.1,88.7,Team B,Routine maintenance
INSP-BR0189-2023,BR0189,2023-04-20,Regular inspection,1,94.7,93.4,97.9,100,Team C,Routine maintenance
INSP-BR0189-2026,BR0189,2026-09-01,Regular inspection,1,98.0,100,100,91.8,External consultant,Routine maintenance
INSP-BR0190-2021,BR0190,2021-04-11,Regular inspection,1,95.2,98.9,100,100,Team C,Routine maintenance
INSP-BR0190-2023,BR0190,2023-04-06,Regular inspection,2,80.5,69.3,74.3,75.7,Team B,Routine maintenance
INSP-BR0190-2026,BR0190,2026-07-17,Regular inspection,2,84.5,73.4,87.7,87.0,Team B,Routine maintenance
INSP-BR0191-2021,BR0191,2021-11-21,Regular inspection,1,98.2,92.3,100,93.3,Team B,Routine maintenance
INSP-BR0191-2023,BR0191,2023-04-09,Regular inspection,2,85.5,80.6,82.3,90.7,External consultant,Routine maintenance
INSP-BR0191-2025,BR0191,2025-11-03,Frequent inspection,2,89.4,97.0,88.5,99.3,Team A,Routine maintenance
INSP-BR0192-2021,BR0192,2021-06-10,Regular inspection,2,88.0,89.4,79.5,95.9,Team A,Routine maintenance
INSP-BR0192-2023,BR0192,2023-11-18,Frequent inspection,2,82.3,78.9,82.5,79.8,Team A,Routine maintenance
INSP-BR0192-2024,BR0192,2024-10-18,Frequent inspection,1,93.8,88.0,98.3,100,Team B,Routine maintenance
INSP-BR0192-2026,BR0192,2026-11-05,Regular inspection,2,86.2,77.2,85.3,87.4,Team C,Routine maintenance
INSP-BR0193-2023,BR0193,2023-07-25,Regular inspection,1,92.5,90.7,92.6,99.1,Team C,Routine maintenance
INSP-BR0193-2024,BR0193,2024-04-13,Regular inspection,2,84.8,77.9,80.2,96.3,Team B,Routine maintenance
INSP-BR0194-2022,BR0194,2022-09-24,Frequent inspection,1,97.3,100,100,100,Team C,Routine maintenance
INSP-BR0194-2024,BR0194,2024-11-08,Regular inspection,1,97.3,90.9,97.8,89.3,Team C,Routine maintenance
INSP-BR0194-2025,BR0194,2025-08-05,Regular inspection,1,97.7,89.8,100,93.3,External consultant,Routine maintenance
INSP-BR0194-2026,BR0194,2026-07-07,Regular inspection,1,94.8,100,94.7,89.9,Team A,Routine maintenance
INSP-BR0195-2024,BR0195,2024-06-24,Regular inspection,3,65.3,67.9,64.4,58.4,Team C,Repair planning
INSP-BR0195-2026,BR0195,2026-07-25,Regular inspection,3,68.1,73.3,69.9,67.5,Team C,Repair planning
INSP-BR0196-2021,BR0196,2021-08-23,Special inspection,1,94.0,94.4,100,90.0,Team A,Routine maintenance
INSP-BR0196-2023,BR0196,2023-11-13,Regular inspection,1,94.2,87.5,100,96.1,Team C,Routine maintenance
INSP-BR0196-2024,BR0196,2024-07-21,Regular inspection,1,94.0,85.5,86.8,93.3,Team A,Routine maintenance
INSP-BR0196-2026,BR0196,2026-04-04,Frequent inspection,1,92.1,85.0,86.4,89.4,External consultant,Routine maintenance
INSP-BR0197-2023,BR0197,2023-03-14,Regular inspection,2,80.5,70.2,84.2,79.1,Team A,Routine maintenance
INSP-BR0197-2024,BR0197,2024-03-06,Regular inspection,1,96.3,89.6,89.0,100,External consultant,Routine maintenance
INSP-BR0197-2026,BR0197,2026-07-08,Regular inspection,2,88.6,93.4,87.5,89.4,Team C,Routine maintenance
INSP-BR0198-2021,BR0198,2021-09-24,Regular inspection,2,79.3,86.8,85.9,77.6,Team A,Routine maintenance
INSP-BR0198-2022,BR0198,2022-08-07,Regular inspection,2,82.8,80.1,90.5,82.2,Team C,Routine maintenance
INSP-BR0198-2023,BR0198,2023-08-18,Regular inspection,2,76.7,80.8,74.9,78.2,External consultant,Routine maintenance
INSP-BR0199-2021,BR0199,2021-07-25,Regular inspection,2,79.0,74.4,76.8,86.6,Team B,Routine maintenance
INSP-BR0199-2022,BR0199,2022-04-21,Regular inspection,2,88.7,80.9,78.8,86.7,Team B,Routine maintenance
INSP-BR0199-2024,BR0199,2024-07-05,Regular inspection,1,91.1,92.5,95.1,93.7,External consultant,Routine maintenance
INSP-BR0199-2026,BR0199,2026-06-07,Regular inspection,2,77.1,67.6,72.1,78.6,Team A,Routine maintenance
INSP-BR0200-2021,BR0200,2021-07-08,Frequent inspection,2,80.2,68.6,82.6,85.5,Team B,Routine maintenance
INSP-BR0200-2023,BR0200,2023-03-21,Regular inspection,2,86.8,85.3,77.7,98.4,Team C,Routine maintenance
INSP-BR0201-2021,BR0201,2021-06-24,Frequent inspection,1,95.5,94.2,86.9,100,Team B,Routine maintenance
INSP-BR0201-2022,BR0201,2022-07-01,Regular inspection,2,86.6,94.0,85.2,88.2,Team C,Routine maintenance
INSP-BR0201-2023,BR0201,2023-07-21,Regular inspection,2,78.3,73.5,83.1,73.9,Team B,Routine maintenance
INSP-BR0201-2026,BR0201,2026-09-21,Regular inspection,2,80.1,70.2,84.3,90.0,Team C,Routine maintenance
INSP-BR0202-2022,BR0202,2022-10-10,Regular inspection,2,83.2,88.9,85.6,95.2,Team C,Routine maintenance
INSP-BR0202-2023,BR0202,2023-05-08,Regular inspection,2,85.6,87.6,86.9,83.7,Team B,Routine maintenance
INSP-BR0202-2024,BR0202,2024-07-18,Regular inspection,2,76.5,68.3,82.7,71.3,Team B,Routine maintenance
INSP-BR0202-2026,BR0202,2026-09-15,Regular inspection,2,84.8,82.9,82.5,86.0,Team A,Routine maintenance
INSP-BR0203-2024,BR0203,2024-10-08,Regular inspection,4,57.4,52.0,66.5,62.1,Team A,Major repair / load assessment
INSP-BR0203-2025,BR0203,2025-10-17,Regular inspection,4,50.9,48.4,48.2,56.9,Team C,Major repair / load assessment
INSP-BR0203-2026,BR0203,2026-07-08,Special inspection,4,54.9,61.0,51.6,53.8,Team B,Major repair / load assessment
INSP-BR0204-2022,BR0204,2022-11-10,Regular inspection,2,79.9,82.7,84.3,81.5,Team B,Routine maintenance
INSP-BR0204-2023,BR0204,2023-08-11,Regular inspection,2,89.0,80.4,80.7,94.6,External consultant,Routine maintenance
INSP-BR0204-2024,BR0204,2024-10-02,Special inspection,2,81.4,81.0,86.3,81.7,External consultant,Routine maintenance
INSP-BR0204-2026,BR0204,2026-05-22,Regular inspection,2,89.9,89.0,83.8,90.1,Team C,Routine maintenance
INSP-BR0205-2021,BR0205,2021-04-22,Regular inspection,3,64.1,60.0,63.2,69.4,External consultant,Repair planning
INSP-BR0205-2024,BR0205,2024-04-02,Regular inspection,3,62.6,54.1,60.0,67.6,External consultant,Repair planning
INSP-BR0206-2021,BR0206,2021-11-16,Regular inspection,2,87.7,77.7,79.3,85.2,Team A,Routine maintenance
INSP-BR0206-2023,BR0206,2023-11-08,Regular inspection,2,83.7,89.2,74.8,80.2,Team C,Routine maintenance
INSP-BR0206-2025,BR0206,2025-03-22,Frequent inspection,2,80.6,71.9,75.5,71.9,Team C,Routine maintenance
INSP-BR0206-2026,BR0206,2026-06-13,Regular inspection,2,77.4,67.8,74.1,79.6,Team B,Routine maintenance
INSP-BR0207-2021,BR0207,2021-04-15,Regular inspection,3,74.8,68.6,68.4,77.2,Team B,Repair planning
INSP-BR0207-2025,BR0207,2025-06-17,Regular inspection,3,72.6,75.4,77.2,75.4,Team A,Repair planning
INSP-BR0208-2022,BR0208,2022-03-12,Frequent inspection,4,57.0,62.6,56.7,62.5,Team C,Major repair / load assessment
INSP-BR0208-2023,BR0208,2023-08-11,Regular inspection,4,52.3,60.1,46.8,60.0,External consultant,Major repair / load assessment
INSP-BR0209-2021,BR0209,2021-08-13,Special inspection,1,93.7,86.0,96.5,90.1,Team C,Routine maintenance
INSP-BR0209-2022,BR0209,2022-11-12,Regular inspection,2,85.7,77.7,82.2,86.0,External consultant,Routine maintenance
INSP-BR0209-2023,BR0209,2023-09-10,Regular inspection,2,86.6,87.3,78.6,81.3,Team B,Routine maintenance
INSP-BR0209-2024,BR0209,2024-09-16,Regular inspection,2,79.9,86.4,74.7,77.8,Team A,Routine maintenance
INSP-BR0210-2021,BR0210,2021-06-24,Regular inspection,2,82.7,71.7,80.7,77.7,External consultant,Routine maintenance
INSP-BR0210-2024,BR0210,2024-09-18,Regular inspection,2,88.6,90.7,92.8,95.0,Team B,Routine maintenance
INSP-BR0210-2025,BR0210,2025-08-22,Frequent inspection,2,85.7,90.6,81.1,89.7,External consultant,Routine maintenance
INSP-BR0211-2022,BR0211,2022-08-09,Regular inspection,1,93.0,86.5,89.9,90.0,External consultant,Routine maintenance
INSP-BR0211-2023,BR0211,2023-06-09,Regular inspection,2,85.6,92.5,78.3,97.3,Team C,Routine maintenance
INSP-BR0211-2025,BR0211,2025-11-14,Regular inspection,2,80.1,74.0,88.7,85.5,Team C,Routine maintenance
INSP-BR0212-2022,BR0212,2022-04-14,Regular inspection,3,70.9,67.0,64.8,70.2,Team C,Repair planning
INSP-BR0212-2024,BR0212,2024-08-18,Regular inspection,3,67.3,66.6,63.2,67.6,External consultant,Repair planning
INSP-BR0212-2026,BR0212,2026-08-13,Regular inspection,3,63.8,66.7,62.6,60.8,Team C,Repair planning
INSP-BR0213-2023,BR0213,2023-03-05,Frequent inspection,1,92.8,100,91.0,93.7,Team C,Routine maintenance
INSP-BR0213-2025,BR0213,2025-06-06,Regular inspection,2,76.4,71.6,77.1,71.1,Team C,Routine maintenance
INSP-BR0213-2026,BR0213,2026-04-05,Frequent inspection,2,81.7,75.8,80.4,83.3,External consultant,Routine maintenance
INSP-BR0214-2021,BR0214,2021-06-17,Frequent inspection,2,80.0,79.9,85.8,72.5,External consultant,Routine maintenance
INSP-BR0214-2023,BR0214,2023-06-20,Regular inspection,1,95.8,100,100,94.2,Team C,Routine maintenance
INSP-BR0214-2025,BR0214,2025-03-23,Regular inspection,2,81.3,75.3,88.1,76.1,Team C,Routine maintenance
INSP-BR0214-2026,BR0214,2026-08-15,Frequent inspection,2,79.8,80.6,73.9,73.8,Team A,Routine maintenance
INSP-BR0215-2022,BR0215,2022-10-05,Frequent inspection,3,68.5,71.1,61.0,70.3,Team B,Repair planning
INSP-BR0215-2023,BR0215,2023-03-16,Frequent inspection,2,89.4,96.7,85.2,83.9,Team C,Routine maintenance
INSP-BR0215-2024,BR0215,2024-04-23,Frequent inspection,2,79.6,71.5,82.6,70.8,Team C,Routine maintenance
INSP-BR0215-2026,BR0215,2026-06-21,Regular inspection,3,64.2,63.9,55.9,64.3,Team B,Repair planning
INSP-BR0216-2021,BR0216,2021-05-23,Regular inspection,3,64.9,55.5,71.8,67.3,External consultant,Repair planning
INSP-BR0216-2022,BR0216,2022-04-16,Regular inspection,4,49.8,42.0,49.3,43.1,Team B,Major repair / load assessment
INSP-BR0217-2021,BR0217,2021-06-01,Frequent inspection,1,95.2,95.5,91.9,98.9,Team B,Routine maintenance
INSP-BR0217-2023,BR0217,2023-11-13,Regular inspection,2,82.0,78.4,90.1,80.2,Team B,Routine maintenance
INSP-BR0217-2025,BR0217,2025-04-01,Frequent inspection,1,91.5,79.7,85.6,100,Team C,Routine maintenance
INSP-BR0217-2026,BR0217,2026-10-23,Regular inspection,2,84.9,73.7,80.7,79.7,Team C,Routine maintenance
INSP-BR0218-2023,BR0218,2023-11-23,Special inspection,1,97.6,87.4,88.2,100,External consultant,Routine maintenance
INSP-BR0218-2026,BR0218,2026-04-09,Special inspection,2,89.4,93.0,83.0,83.9,Team A,Routine maintenance
INSP-BR0219-2022,BR0219,2022-10-17,Frequent inspection,3,72.4,68.9,73.1,81.1,Team A,Repair planning
INSP-BR0219-2023,BR0219,2023-03-22,Regular inspection,3,65.0,65.7,65.6,64.4,Team B,Repair planning
INSP-BR0219-2025,BR0219,2025-11-13,Frequent inspection,2,86.6,86.1,81.0,96.8,External consultant,Routine maintenance
INSP-BR0219-2026,BR0219,2026-11-24,Regular inspection,3,68.4,57.4,62.3,60.2,Team A,Repair planning
INSP-BR0220-2021,BR0220,2021-06-08,Frequent inspection,2,77.8,84.9,73.3,80.7,Team C,Routine maintenance
INSP-BR0220-2022,BR0220,2022-06-05,Regular inspection,2,83.2,89.2,80.6,76.6,External consultant,Routine maintenance
INSP-BR0220-2023,BR0220,2023-08-09,Regular inspection,2,86.0,84.2,94.1,81.9,External consultant,Routine maintenance
INSP-BR0220-2026,BR0220,2026-03-25,Regular inspection,2,85.7,90.4,88.3,87.6,External consultant,Routine maintenance
INSP-BR0221-2022,BR0221,2022-08-04,Special inspection,2,81.2,79.3,75.1,84.4,External consultant,Routine maintenance
INSP-BR0221-2024,BR0221,2024-08-03,Regular inspection,2,87.0,77.2,85.8,83.2,Team C,Routine maintenance
INSP-BR0221-2025,BR0221,2025-10-06,Regular inspection,1,94.7,95.1,100,99.0,Team A,Routine maintenance
INSP-BR0221-2026,BR0221,2026-04-07,Regular inspection,2,82.7,83.9,86.4,83.6,Team B,Routine maintenance
INSP-BR0222-2024,BR0222,2024-06-15,Frequent inspection,3,72.3,68.4,71.2,70.3,Team A,Repair planning
INSP-BR0222-2025,BR0222,2025-07-09,Regular inspection,3,67.2,61.3,61.3,60.5,External consultant,Repair planning
INSP-BR0223-2023,BR0223,2023-04-08,Special inspection,3,67.2,56.9,59.4,66.6,Team C,Repair planning
INSP-BR0223-2024,BR0223,2024-10-10,Regular inspection,3,66.4,61.3,67.9,61.6,Team B,Repair planning
INSP-BR0223-2025,BR0223,2025-03-06,Regular inspection,3,68.5,68.8,61.6,60.5,Team B,Repair planning
INSP-BR0223-2026,BR0223,2026-10-22,Regular inspection,3,66.1,64.5,64.6,62.9,Team B,Repair planning
