defect_id,bridge_id,inspection_id,defect_type,component,severity,description,quantity,unit,estimated_repair_cost_cny,requires_special_inspection
DEF-BR0144-1,BR0144,INSP-BR0144-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,7.9,point,105500.0,False
DEF-BR0144-2,BR0144,INSP-BR0144-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,38.3,location,6212.0,False
DEF-BR0144-3,BR0144,INSP-BR0144-2026,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,5.3,m2,232241.0,False
DEF-BR0145-1,BR0145,INSP-BR0145-2025,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,16.7,m,316772.0,False
DEF-BR0145-2,BR0145,INSP-BR0145-2025,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,26.3,m,194362.0,False
DEF-BR0145-3,BR0145,INSP-BR0145-2025,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,16.5,m2,15281.0,False
DEF-BR0146-1,BR0146,INSP-BR0146-2026,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,59.6,location,57987.0,False
DEF-BR0146-2,BR0146,INSP-BR0146-2026,Expansion joint damage,Deck system,Severe,"Broken seal, leakage or joint blockage",10.7,point,43465.0,True
DEF-BR0146-3,BR0146,INSP-BR0146-2026,Railing damage,Ancillary,Severe,Damaged barrier or guardrail,16.7,m2,742501.0,True
DEF-BR0146-4,BR0146,INSP-BR0146-2026,Bearing damage,Bearing,Severe,"Aging rubber bearing, displacement or shear deformation",38.4,m,695694.0,True
DEF-BR0146-5,BR0146,INSP-BR0146-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,10.1,m2,45929.0,False
DEF-BR0147-1,BR0147,INSP-BR0147-2024,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,7.6,point,50608.0,False
DEF-BR0147-2,BR0147,INSP-BR0147-2024,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,28.2,m2,24626.0,False
DEF-BR0147-3,BR0147,INSP-BR0147-2024,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",4.3,m,162028.0,False
DEF-BR0147-4,BR0147,INSP-BR0147-2024,Pier crack,Substructure,Severe,Vertical/inclined cracking at pier or cap beam,23.1,point,663144.0,True
DEF-BR0148-1,BR0148,INSP-BR0148-2025,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,48.1,point,41879.0,False
DEF-BR0149-1,BR0149,INSP-BR0149-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,13.8,m2,95281.0,False
DEF-BR0150-1,BR0150,INSP-BR0150-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,16.1,point,166303.0,False
DEF-BR0150-2,BR0150,INSP-BR0150-2025,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,38.2,m,31323.0,False
DEF-BR0150-3,BR0150,INSP-BR0150-2025,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,2.9,m2,369667.0,False
DEF-BR0151-1,BR0151,INSP-BR0151-2026,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",15.1,point,282889.0,False
DEF-BR0151-2,BR0151,INSP-BR0151-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,6.3,m,138582.0,False
DEF-BR0151-3,BR0151,INSP-BR0151-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",16.9,point,143504.0,False
DEF-BR0152-1,BR0152,INSP-BR0152-2024,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,15.4,m2,204928.0,False
DEF-BR0152-2,BR0152,INSP-BR0152-2024,Rebar corrosion,Superstructure,Severe,Exposed or corroded reinforcement,31.4,point,290536.0,True
DEF-BR0152-3,BR0152,INSP-BR0152-2024,Scour / erosion,Foundation,Severe,Riverbed scour or slope erosion,24.1,location,160820.0,True
DEF-BR0152-4,BR0152,INSP-BR0152-2024,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,56.5,m2,53848.0,False
DEF-BR0152-5,BR0152,INSP-BR0152-2024,Drainage blockage,Deck system,Severe,"Blocked scupper, water ponding",36.9,location,451449.0,True
DEF-BR0152-6,BR0152,INSP-BR0152-2024,Pier crack,Substructure,Severe,Vertical/inclined cracking at pier or cap beam,17.0,m2,231150.0,True
DEF-BR0153-1,BR0153,INSP-BR0153-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",14.0,location,10777.0,False
DEF-BR0153-2,BR0153,INSP-BR0153-2026,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",50.7,location,382755.0,False
DEF-BR0153-3,BR0153,INSP-BR0153-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,3.7,point,254286.0,False
DEF-BR0154-1,BR0154,INSP-BR0154-2025,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,33.3,m,195201.0,False
DEF-BR0154-2,BR0154,INSP-BR0154-2025,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",16.9,location,158787.0,False
DEF-BR0154-3,BR0154,INSP-BR0154-2025,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,59.5,location,133990.0,False
DEF-BR0154-4,BR0154,INSP-BR0154-2025,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,11.0,location,393959.0,False
DEF-BR0154-5,BR0154,INSP-BR0154-2025,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",8.9,m2,265074.0,False
DEF-BR0155-1,BR0155,INSP-BR0155-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",37.9,point,98035.0,False
DEF-BR0156-1,BR0156,INSP-BR0156-2026,Bearing damage,Bearing,Severe,"Aging rubber bearing, displacement or shear deformation",13.3,location,490340.0,True
DEF-BR0156-2,BR0156,INSP-BR0156-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",14.3,location,114131.0,False
DEF-BR0156-3,BR0156,INSP-BR0156-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,57.7,location,91021.0,False
DEF-BR0157-1,BR0157,INSP-BR0157-2024,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,41.8,m2,256018.0,False
DEF-BR0157-2,BR0157,INSP-BR0157-2024,Scour / erosion,Foundation,Critical,Riverbed scour or slope erosion,22.8,location,1578231.0,True
DEF-BR0158-1,BR0158,INSP-BR0158-2025,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",17.9,point,267568.0,False
DEF-BR0158-2,BR0158,INSP-BR0158-2025,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",35.2,point,133034.0,False
DEF-BR0158-3,BR0158,INSP-BR0158-2025,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,33.3,point,63780.0,False
DEF-BR0159-1,BR0159,INSP-BR0159-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,12.3,location,45910.0,False
DEF-BR0160-1,BR0160,INSP-BR0160-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",17.2,m,170059.0,False
DEF-BR0162-1,BR0162,INSP-BR0162-2025,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",50.5,point,349179.0,False
DEF-BR0163-1,BR0163,INSP-BR0163-2026,Spalling,Superstructure,Severe,Concrete cover spalling / exposed aggregate,41.7,location,271110.0,True
DEF-BR0165-1,BR0165,INSP-BR0165-2025,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,54.1,m2,146836.0,False
DEF-BR0165-2,BR0165,INSP-BR0165-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,45.2,m,196628.0,False
DEF-BR0165-3,BR0165,INSP-BR0165-2025,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,58.5,m2,214973.0,False
DEF-BR0165-4,BR0165,INSP-BR0165-2025,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",58.4,m2,146444.0,False
DEF-BR0166-1,BR0166,INSP-BR0166-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",47.2,point,295929.0,False
DEF-BR0166-2,BR0166,INSP-BR0166-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",54.8,point,178678.0,False
DEF-BR0167-1,BR0167,INSP-BR0167-2025,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,23.4,m,83627.0,False
DEF-BR0167-2,BR0167,INSP-BR0167-2025,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,52.7,location,147027.0,False
DEF-BR0167-3,BR0167,INSP-BR0167-2025,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",34.8,point,18327.0,False
DEF-BR0167-4,BR0167,INSP-BR0167-2025,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",27.6,m2,149314.0,False
DEF-BR0167-5,BR0167,INSP-BR0167-2025,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,20.8,point,120684.0,False
DEF-BR0168-1,BR0168,INSP-BR0168-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,29.9,point,37974.0,False
DEF-BR0169-1,BR0169,INSP-BR0169-2026,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,52.7,location,134597.0,False
DEF-BR0169-2,BR0169,INSP-BR0169-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,41.9,m2,381065.0,False
DEF-BR0169-3,BR0169,INSP-BR0169-2026,Rebar corrosion,Superstructure,Severe,Exposed or corroded reinforcement,13.4,point,244706.0,True
DEF-BR0169-4,BR0169,INSP-BR0169-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,1.2,location,114828.0,False
DEF-BR0170-1,BR0170,INSP-BR0170-2025,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",50.3,m,161748.0,False
DEF-BR0170-2,BR0170,INSP-BR0170-2025,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",45.5,m2,262781.0,False
DEF-BR0170-3,BR0170,INSP-BR0170-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,35.1,location,120016.0,False
DEF-BR0172-1,BR0172,INSP-BR0172-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,1.8,m,94152.0,False
DEF-BR0172-2,BR0172,INSP-BR0172-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,6.7,m2,389562.0,False
DEF-BR0173-1,BR0173,INSP-BR0173-2025,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",46.1,point,30501.0,False
DEF-BR0173-2,BR0173,INSP-BR0173-2025,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,12.1,m2,88083.0,False
DEF-BR0173-3,BR0173,INSP-BR0173-2025,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,45.0,point,159142.0,False
DEF-BR0174-1,BR0174,INSP-BR0174-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,3.4,location,50777.0,False
DEF-BR0174-2,BR0174,INSP-BR0174-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",3.3,location,147124.0,False
DEF-BR0174-3,BR0174,INSP-BR0174-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,2.3,m,29301.0,False
DEF-BR0175-1,BR0175,INSP-BR0175-2025,Abutment settlement,Substructure,Severe,Approach settlement or differential movement,5.5,m2,58737.0,True
DEF-BR0175-2,BR0175,INSP-BR0175-2025,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,18.5,m2,59950.0,False
DEF-BR0175-3,BR0175,INSP-BR0175-2025,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,17.0,point,137777.0,False
DEF-BR0176-1,BR0176,INSP-BR0176-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",43.8,location,56581.0,False
DEF-BR0176-2,BR0176,INSP-BR0176-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",4.6,m,111087.0,False
DEF-BR0177-1,BR0177,INSP-BR0177-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",14.4,m,10799.0,False
DEF-BR0177-2,BR0177,INSP-BR0177-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",33.0,m2,143517.0,False
DEF-BR0177-3,BR0177,INSP-BR0177-2026,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",15.6,m,147827.0,False
DEF-BR0177-4,BR0177,INSP-BR0177-2026,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,10.4,point,355744.0,False
DEF-BR0178-1,BR0178,INSP-BR0178-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,0.7,point,153790.0,False
DEF-BR0178-2,BR0178,INSP-BR0178-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",27.1,point,159828.0,False
DEF-BR0178-3,BR0178,INSP-BR0178-2026,Bearing damage,Bearing,Critical,"Aging rubber bearing, displacement or shear deformation",28.8,m2,1034579.0,True
DEF-BR0178-4,BR0178,INSP-BR0178-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,27.7,m2,98242.0,False
DEF-BR0179-1,BR0179,INSP-BR0179-2024,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,10.5,m2,47747.0,False
DEF-BR0179-2,BR0179,INSP-BR0179-2024,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,28.9,point,107481.0,False
DEF-BR0179-3,BR0179,INSP-BR0179-2024,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",12.6,location,20512.0,False
DEF-BR0179-4,BR0179,INSP-BR0179-2024,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,1.0,m2,134370.0,False
DEF-BR0180-1,BR0180,INSP-BR0180-2024,Drainage blockage,Deck system,Moderate,"Blocked scupper, water ponding",20.9,m2,285484.0,False
DEF-BR0180-2,BR0180,INSP-BR0180-2024,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,51.5,m2,107493.0,False
DEF-BR0180-3,BR0180,INSP-BR0180-2024,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,44.7,location,127491.0,False
DEF-BR0180-4,BR0180,INSP-BR0180-2024,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,35.3,m2,90351.0,False
DEF-BR0181-1,BR0181,INSP-BR0181-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,16.1,location,80634.0,False
DEF-BR0181-2,BR0181,INSP-BR0181-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,35.9,point,149574.0,False
DEF-BR0181-3,BR0181,INSP-BR0181-2026,Scour / erosion,Foundation,Severe,Riverbed scour or slope erosion,32.2,location,207409.0,True
DEF-BR0182-1,BR0182,INSP-BR0182-2023,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",13.2,m,118087.0,False
DEF-BR0182-2,BR0182,INSP-BR0182-2023,Rebar corrosion,Superstructure,Minor,Exposed or corroded reinforcement,14.5,m,170262.0,False
DEF-BR0182-3,BR0182,INSP-BR0182-2023,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",54.7,location,353596.0,False
DEF-BR0183-1,BR0183,INSP-BR0183-2025,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,4.6,point,5472.0,False
DEF-BR0183-2,BR0183,INSP-BR0183-2025,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",23.3,m2,188183.0,False
DEF-BR0183-3,BR0183,INSP-BR0183-2025,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,7.5,m2,126259.0,False
DEF-BR0184-1,BR0184,INSP-BR0184-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",27.8,point,160098.0,False
DEF-BR0184-2,BR0184,INSP-BR0184-2026,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,14.8,m,38580.0,False
DEF-BR0185-1,BR0185,INSP-BR0185-2023,Deck pavement rutting,Deck system,Severe,"Pavement rutting, pothole, delamination",12.0,point,169453.0,True
DEF-BR0185-2,BR0185,INSP-BR0185-2023,Deck pavement rutting,Deck system,Severe,"Pavement rutting, pothole, delamination",8.6,point,614847.0,True
DEF-BR0185-3,BR0185,INSP-BR0185-2023,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",45.8,m2,51958.0,False
DEF-BR0186-1,BR0186,INSP-BR0186-2026,Scour / erosion,Foundation,Minor,Riverbed scour or slope erosion,59.2,location,150538.0,False
DEF-BR0187-1,BR0187,INSP-BR0187-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,20.2,point,142470.0,False
DEF-BR0187-2,BR0187,INSP-BR0187-2026,Crack,Superstructure,Critical,Longitudinal/transverse cracking in girder or slab,32.8,point,364365.0,True
DEF-BR0187-3,BR0187,INSP-BR0187-2026,Pier crack,Substructure,Moderate,Vertical/inclined cracking at pier or cap beam,40.9,m,378106.0,False
DEF-BR0187-4,BR0187,INSP-BR0187-2026,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,9.8,location,182820.0,False
DEF-BR0187-5,BR0187,INSP-BR0187-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,45.4,m,117628.0,False
DEF-BR0188-1,BR0188,INSP-BR0188-2026,Pier crack,Substructure,Severe,Vertical/inclined cracking at pier or cap beam,37.8,point,315448.0,True
DEF-BR0188-2,BR0188,INSP-BR0188-2026,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,3.9,m,193174.0,False
DEF-BR0188-3,BR0188,INSP-BR0188-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",3.3,m,103273.0,False
DEF-BR0188-4,BR0188,INSP-BR0188-2026,Abutment settlement,Substructure,Severe,Approach settlement or differential movement,13.5,location,728221.0,True
DEF-BR0189-1,BR0189,INSP-BR0189-2026,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,14.5,m2,189994.0,False
DEF-BR0189-2,BR0189,INSP-BR0189-2026,Railing damage,Ancillary,Critical,Damaged barrier or guardrail,21.4,m2,754020.0,True
DEF-BR0189-3,BR0189,INSP-BR0189-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",5.0,m,134364.0,False
DEF-BR0189-4,BR0189,INSP-BR0189-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",26.3,m,32969.0,False
DEF-BR0189-5,BR0189,INSP-BR0189-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,11.4,point,50151.0,False
DEF-BR0191-1,BR0191,INSP-BR0191-2025,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",49.4,m2,30563.0,False
DEF-BR0191-2,BR0191,INSP-BR0191-2025,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,10.4,point,84621.0,False
DEF-BR0191-3,BR0191,INSP-BR0191-2025,Bearing damage,Bearing,Severe,"Aging rubber bearing, displacement or shear deformation",42.4,point,68147.0,True
DEF-BR0192-1,BR0192,INSP-BR0192-2026,Abutment settlement,Substructure,Severe,Approach settlement or differential movement,20.9,location,421444.0,True
DEF-BR0192-2,BR0192,INSP-BR0192-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",56.3,point,78189.0,False
DEF-BR0192-3,BR0192,INSP-BR0192-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,48.5,m2,272568.0,False
DEF-BR0192-4,BR0192,INSP-BR0192-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,25.6,m,167257.0,False
DEF-BR0193-1,BR0193,INSP-BR0193-2024,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",18.6,location,22803.0,False
DEF-BR0193-2,BR0193,INSP-BR0193-2024,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,36.9,m,25293.0,False
DEF-BR0194-1,BR0194,INSP-BR0194-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",6.2,m,132805.0,False
DEF-BR0194-2,BR0194,INSP-BR0194-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",17.8,m,369040.0,False
DEF-BR0194-3,BR0194,INSP-BR0194-2026,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,32.0,m2,389971.0,False
DEF-BR0195-1,BR0195,INSP-BR0195-2026,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",5.6,location,196585.0,False
DEF-BR0195-2,BR0195,INSP-BR0195-2026,Water leakage / efflorescence,Superstructure,Moderate,Seepage marks and efflorescence,57.7,point,161442.0,False
DEF-BR0195-3,BR0195,INSP-BR0195-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,43.0,location,65725.0,False
DEF-BR0196-1,BR0196,INSP-BR0196-2026,Water leakage / efflorescence,Superstructure,Minor,Seepage marks and efflorescence,46.8,location,21818.0,False
DEF-BR0196-2,BR0196,INSP-BR0196-2026,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",50.4,m2,35050.0,False
DEF-BR0196-3,BR0196,INSP-BR0196-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",31.8,m,175392.0,False
DEF-BR0196-4,BR0196,INSP-BR0196-2026,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",36.8,location,355071.0,False
DEF-BR0197-1,BR0197,INSP-BR0197-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,6.0,location,181394.0,False
DEF-BR0197-2,BR0197,INSP-BR0197-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",32.3,location,113019.0,False
DEF-BR0197-3,BR0197,INSP-BR0197-2026,Crack,Superstructure,Severe,Longitudinal/transverse cracking in girder or slab,36.8,location,673816.0,True
DEF-BR0199-1,BR0199,INSP-BR0199-2026,Spalling,Superstructure,Severe,Concrete cover spalling / exposed aggregate,24.1,location,370676.0,True
DEF-BR0199-2,BR0199,INSP-BR0199-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,29.2,point,198746.0,False
DEF-BR0199-3,BR0199,INSP-BR0199-2026,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,16.1,m,130280.0,False
DEF-BR0200-1,BR0200,INSP-BR0200-2023,Expansion joint damage,Deck system,Minor,"Broken seal, leakage or joint blockage",58.1,m2,124015.0,False
DEF-BR0200-2,BR0200,INSP-BR0200-2023,Expansion joint damage,Deck system,Severe,"Broken seal, leakage or joint blockage",22.7,point,358509.0,True
DEF-BR0202-1,BR0202,INSP-BR0202-2026,Railing damage,Ancillary,Severe,Damaged barrier or guardrail,37.3,location,362890.0,True
DEF-BR0202-2,BR0202,INSP-BR0202-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,47.7,point,81400.0,False
DEF-BR0202-3,BR0202,INSP-BR0202-2026,Abutment settlement,Substructure,Minor,Approach settlement or differential movement,14.0,location,67201.0,False
DEF-BR0203-1,BR0203,INSP-BR0203-2026,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,14.8,m,68828.0,False
DEF-BR0203-2,BR0203,INSP-BR0203-2026,Expansion joint damage,Deck system,Severe,"Broken seal, leakage or joint blockage",57.7,location,222572.0,True
DEF-BR0203-3,BR0203,INSP-BR0203-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,25.9,m2,364818.0,False
DEF-BR0203-4,BR0203,INSP-BR0203-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",1.3,location,46405.0,False
DEF-BR0204-1,BR0204,INSP-BR0204-2026,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,1.5,m,135394.0,False
DEF-BR0204-2,BR0204,INSP-BR0204-2026,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",27.6,point,180631.0,False
DEF-BR0205-1,BR0205,INSP-BR0205-2024,Railing damage,Ancillary,Critical,Damaged barrier or guardrail,43.8,m,771122.0,True
DEF-BR0205-2,BR0205,INSP-BR0205-2024,Deck pavement rutting,Deck system,Moderate,"Pavement rutting, pothole, delamination",26.5,m,198052.0,False
DEF-BR0205-3,BR0205,INSP-BR0205-2024,Scour / erosion,Foundation,Moderate,Riverbed scour or slope erosion,24.8,m2,84987.0,False
DEF-BR0206-1,BR0206,INSP-BR0206-2026,Crack,Superstructure,Moderate,Longitudinal/transverse cracking in girder or slab,51.4,location,158207.0,False
DEF-BR0206-2,BR0206,INSP-BR0206-2026,Bearing damage,Bearing,Minor,"Aging rubber bearing, displacement or shear deformation",36.1,point,46970.0,False
DEF-BR0206-3,BR0206,INSP-BR0206-2026,Rebar corrosion,Superstructure,Moderate,Exposed or corroded reinforcement,50.2,m2,190595.0,False
DEF-BR0207-1,BR0207,INSP-BR0207-2025,Expansion joint damage,Deck system,Moderate,"Broken seal, leakage or joint blockage",29.4,m2,332148.0,False
DEF-BR0207-2,BR0207,INSP-BR0207-2025,Spalling,Superstructure,Minor,Concrete cover spalling / exposed aggregate,47.0,location,161549.0,False
DEF-BR0207-3,BR0207,INSP-BR0207-2025,Bearing damage,Bearing,Severe,"Aging rubber bearing, displacement or shear deformation",11.7,m,459573.0,True
DEF-BR0207-4,BR0207,INSP-BR0207-2025,Spalling,Superstructure,Moderate,Concrete cover spalling / exposed aggregate,16.2,location,270773.0,False
DEF-BR0208-1,BR0208,INSP-BR0208-2023,Bearing damage,Bearing,Moderate,"Aging rubber bearing, displacement or shear deformation",35.4,location,352842.0,False
DEF-BR0208-2,BR0208,INSP-BR0208-2023,Railing damage,Ancillary,Moderate,Damaged barrier or guardrail,23.7,location,32645.0,False
DEF-BR0209-1,BR0209,INSP-BR0209-2024,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,1.6,point,58172.0,False
DEF-BR0210-1,BR0210,INSP-BR0210-2025,Railing damage,Ancillary,Minor,Damaged barrier or guardrail,39.6,location,49247.0,False
DEF-BR0210-2,BR0210,INSP-BR0210-2025,Drainage blockage,Deck system,Severe,"Blocked scupper, water ponding",1.8,m2,257933.0,True
DEF-BR0210-3,BR0210,INSP-BR0210-2025,Spalling,Superstructure,Severe,Concrete cover spalling / exposed aggregate,16.2,point,593359.0,True
DEF-BR0211-1,BR0211,INSP-BR0211-2025,Drainage blockage,Deck system,Minor,"Blocked scupper, water ponding",45.6,m2,102660.0,False
DEF-BR0211-2,BR0211,INSP-BR0211-2025,Abutment settlement,Substructure,Moderate,Approach settlement or differential movement,58.4,m2,32768.0,False
DEF-BR0211-3,BR0211,INSP-BR0211-2025,Crack,Superstructure,Minor,Longitudinal/transverse cracking in girder or slab,4.7,m2,9823.0,False
DEF-BR0212-1,BR0212,INSP-BR0212-2026,Pier crack,Substructure,Minor,Vertical/inclined cracking at pier or cap beam,18.7,point,22741.0,False
DEF-BR0212-2,BR0212,INSP-BR0212-2026,Deck pavement rutting,Deck system,Minor,"Pavement rutting, pothole, delamination",28.0,location,132230.0,False
DEF-BR0212-3,BR0212,INSP-BR0212-2026,Scour / erosion,Foundation,Severe,Riverbed scour or slope erosion,36.8,location,266828.0,True
